latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
15.90126,-92.99895,367,0.32,0.55,2026-05-17,2004,N20,VIIRS,h,2.0NRT,303.73,13.43,D
15.91104,-92.99792,302.22,0.73,0.76,2026-05-18,0657,N20,VIIRS,n,2.0NRT,288.01,1.84,N
15.91151,-92.99068,332.26,0.49,0.4,2026-05-18,1945,N20,VIIRS,l,2.0NRT,304.79,3.32,D
15.90472,-92.98518,332.69,0.49,0.4,2026-05-18,1945,N20,VIIRS,l,2.0NRT,303,4.18,D
15.90786,-92.97118,318.27,0.5,0.49,2026-05-19,0816,N20,VIIRS,n,2.0NRT,291.42,1.9,N
15.9071,-92.97466,312.89,0.5,0.49,2026-05-19,0816,N20,VIIRS,n,2.0NRT,291.13,2.64,N
15.90621,-92.97015,312.02,0.5,0.49,2026-05-19,0816,N20,VIIRS,n,2.0NRT,291.39,2,N
15.90869,-92.97559,306.97,0.5,0.49,2026-05-19,0816,N20,VIIRS,n,2.0NRT,291.09,1.9,N
15.90343,-92.97205,307.38,0.5,0.49,2026-05-19,0816,N20,VIIRS,n,2.0NRT,291.07,0.97,N
15.88833,-92.9651,304.55,0.5,0.49,2026-05-19,0816,N20,VIIRS,n,2.0NRT,290.76,0.68,N
15.88452,-93.11433,310.4,0.49,0.48,2026-05-19,0816,N20,VIIRS,n,2.0NRT,289.48,2.54,N
15.8835,-93.10894,307.14,0.49,0.48,2026-05-19,0816,N20,VIIRS,n,2.0NRT,289.72,2,N
15.88486,-92.9602,341.33,0.39,0.36,2026-05-19,1925,N20,VIIRS,l,2.0NRT,300.88,4.91,D
15.90798,-92.98631,333.76,0.39,0.36,2026-05-19,1925,N20,VIIRS,n,2.0NRT,296.53,2.99,D
15.88154,-93.11102,336,0.39,0.36,2026-05-19,1925,N20,VIIRS,l,2.0NRT,295.63,8,D
15.50256,-92.52275,305.29,0.42,0.38,2026-05-21,0739,N20,VIIRS,n,2.0NRT,286.91,1.19,N
15.97397,-93.06158,353.25,0.4,0.44,2026-05-23,1951,N20,VIIRS,n,2.0NRT,300.07,7.5,D
15.96819,-93.0642,321.83,0.39,0.36,2026-05-26,0746,N20,VIIRS,n,2.0NRT,283.29,2.55,N
15.97759,-93.05867,316.94,0.39,0.36,2026-05-26,0746,N20,VIIRS,n,2.0NRT,282.59,1.44,N
15.97391,-93.05559,347.71,0.34,0.56,2026-05-26,1856,N20,VIIRS,n,2.0NRT,293.41,5.53,D
15.97333,-93.05849,341.51,0.34,0.56,2026-05-26,1856,N20,VIIRS,n,2.0NRT,293.3,8.56,D
15.97923,-93.05544,346.4,0.34,0.56,2026-05-26,1856,N20,VIIRS,n,2.0NRT,294.02,5.53,D
15.97982,-93.04629,309.45,0.45,0.63,2026-05-28,0707,N20,VIIRS,n,2.0NRT,286.32,2.02,N
15.97944,-93.04278,301.46,0.45,0.63,2026-05-28,0707,N20,VIIRS,n,2.0NRT,286.22,0.9,N
15.89274,-93.11153,304.92,0.45,0.63,2026-05-28,0707,N20,VIIRS,n,2.0NRT,285.77,1.2,N
15.88677,-93.11076,302.12,0.45,0.63,2026-05-28,0707,N20,VIIRS,n,2.0NRT,285.99,1.2,N
16.03883,-93.13398,301.68,0.39,0.44,2026-05-30,0809,N20,VIIRS,n,2.0NRT,290.39,1.53,N
16.04411,-93.14034,332.73,0.39,0.44,2026-05-30,0809,N20,VIIRS,n,2.0NRT,291.29,4.53,N
16.04345,-93.13676,346.62,0.39,0.44,2026-05-30,0809,N20,VIIRS,n,2.0NRT,291.93,4.53,N
16.04476,-93.14381,314.94,0.39,0.44,2026-05-30,0809,N20,VIIRS,n,2.0NRT,290.3,2.86,N
16.0395,-93.13758,331.07,0.39,0.44,2026-05-30,0809,N20,VIIRS,n,2.0NRT,291.02,3.66,N
16.04204,-93.15131,316.29,0.39,0.44,2026-05-30,0809,N20,VIIRS,n,2.0NRT,290.52,1.28,N
16.04074,-93.14432,303.62,0.39,0.44,2026-05-30,0809,N20,VIIRS,n,2.0NRT,290.39,0.69,N
15.95085,-92.98162,345.27,0.43,0.38,2026-05-30,1919,N20,VIIRS,n,2.0NRT,298.98,6.47,D
15.96807,-93.05036,335.99,0.43,0.38,2026-05-30,1919,N20,VIIRS,n,2.0NRT,299.82,6.51,D
16.04272,-93.14889,334.97,0.44,0.38,2026-05-30,1919,N20,VIIRS,l,2.0NRT,302.31,3.06,D
16.04203,-93.153,330.98,0.44,0.38,2026-05-30,1919,N20,VIIRS,l,2.0NRT,302.61,3.06,D
16.04836,-93.13395,301.05,0.38,0.36,2026-05-31,0752,N20,VIIRS,n,2.0NRT,287.1,0.55,N
16.03849,-93.13567,301.51,0.38,0.36,2026-05-31,0752,N20,VIIRS,n,2.0NRT,288.11,0.77,N
16.03802,-93.15398,305.4,0.38,0.36,2026-05-31,0752,N20,VIIRS,n,2.0NRT,286.73,0.96,N
16.03746,-93.15043,300.75,0.38,0.36,2026-05-31,0752,N20,VIIRS,n,2.0NRT,287.39,1.13,N
16.03576,-93.13979,303.8,0.38,0.36,2026-05-31,0752,N20,VIIRS,n,2.0NRT,288.66,1.04,N
16.0352,-93.13623,310.4,0.38,0.36,2026-05-31,0752,N20,VIIRS,n,2.0NRT,288.9,0.77,N
15.88666,-93.10316,302.22,0.39,0.36,2026-05-31,0752,N20,VIIRS,n,2.0NRT,279.46,0.56,N
15.88563,-93.1001,339.01,0.54,0.51,2026-05-31,1902,N20,VIIRS,n,2.0NRT,293.01,6.15,D
15.94895,-93.21095,330.82,0.48,0.4,2026-06-03,1947,N20,VIIRS,n,2.0NRT,300.37,4.35,D
15.95321,-93.20721,339.15,0.48,0.4,2026-06-03,1947,N20,VIIRS,n,2.0NRT,303.32,10.8,D
15.5958,-92.51225,331.66,0.42,0.37,2026-06-15,1919,N20,VIIRS,n,2.0NRT,298.57,3.89,D
15.79235,-92.68579,331.53,0.42,0.38,2026-06-15,1919,N20,VIIRS,n,2.0NRT,299.24,2.34,D
15.94394,-93.22047,334.94,0.44,0.38,2026-06-15,1919,N20,VIIRS,l,2.0NRT,301.82,9.64,D
15.84824,-92.91647,336.69,0.5,0.41,2026-06-19,1947,N20,VIIRS,n,2.0NRT,296.84,4.94,D
15.9126,-93.01682,335.96,0.39,0.36,2026-06-20,1928,N20,VIIRS,l,2.0NRT,301.44,3.17,D
