latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
15.92294,-92.9633,302.92,0.54,0.5,2024-04-06,0716,N21,VIIRS,n,2.0NRT,290.05,6.77,N
15.91953,-92.97376,326.4,0.54,0.51,2024-04-06,0716,N21,VIIRS,n,2.0NRT,290.4,3.99,N
15.91888,-92.96847,340.28,0.54,0.5,2024-04-06,0716,N21,VIIRS,n,2.0NRT,292.36,6.77,N
15.91558,-92.97988,322.6,0.54,0.51,2024-04-06,0716,N21,VIIRS,n,2.0NRT,290.1,3.4,N
15.91427,-92.96922,327.16,0.54,0.5,2024-04-06,0716,N21,VIIRS,n,2.0NRT,291.3,3.04,N
15.9149,-92.97437,309.56,0.54,0.51,2024-04-06,0716,N21,VIIRS,n,2.0NRT,290.05,3.4,N
15.91155,-92.98542,303.23,0.54,0.51,2024-04-06,0716,N21,VIIRS,n,2.0NRT,290.05,1.35,N
15.90965,-92.9698,315.43,0.54,0.5,2024-04-06,0716,N21,VIIRS,n,2.0NRT,290.77,3.04,N
15.90909,-92.9652,302.62,0.54,0.5,2024-04-06,0716,N21,VIIRS,n,2.0NRT,289.74,3.04,N
15.90688,-92.98566,301.64,0.54,0.51,2024-04-06,0716,N21,VIIRS,n,2.0NRT,289.62,1.48,N
15.90388,-92.96097,319.26,0.53,0.5,2024-04-06,0716,N21,VIIRS,n,2.0NRT,290.61,5.78,N
15.89929,-92.96175,338.2,0.53,0.5,2024-04-06,0716,N21,VIIRS,n,2.0NRT,291.67,5.78,N
15.88022,-92.95924,319.66,0.53,0.5,2024-04-06,0716,N21,VIIRS,n,2.0NRT,290.15,4.18,N
15.88086,-92.96124,317.71,0.53,0.5,2024-04-06,0716,N21,VIIRS,n,2.0NRT,290.08,4.51,N
15.8491,-93.08365,299.76,0.54,0.51,2024-04-06,0716,N21,VIIRS,n,2.0NRT,287.85,1.79,N
15.84854,-93.07914,299.76,0.54,0.51,2024-04-06,0716,N21,VIIRS,n,2.0NRT,287.99,1.4,N
15.68226,-93.17846,311.64,0.55,0.51,2024-04-06,0716,N21,VIIRS,n,2.0NRT,291.06,1.94,N
15.6777,-93.18006,305.59,0.55,0.51,2024-04-06,0716,N21,VIIRS,n,2.0NRT,291.12,1.39,N
15.67701,-93.17429,304.3,0.55,0.51,2024-04-06,0716,N21,VIIRS,n,2.0NRT,291.29,2.32,N
15.67918,-93.17728,316.13,0.55,0.51,2024-04-06,0716,N21,VIIRS,n,2.0NRT,291.37,3.77,N
15.91218,-92.96636,330.92,0.43,0.62,2024-04-06,2006,N21,VIIRS,n,2.0NRT,297.12,2.56,D
15.91309,-92.98192,333.51,0.43,0.62,2024-04-06,2006,N21,VIIRS,n,2.0NRT,296.35,8.51,D
15.91958,-92.97516,330.03,0.43,0.62,2024-04-06,2006,N21,VIIRS,l,2.0NRT,301.06,6.39,D
15.67787,-93.17153,337.38,0.41,0.61,2024-04-06,2006,N21,VIIRS,n,2.0NRT,296.23,9.14,D
15.67901,-93.16965,337.17,0.41,0.61,2024-04-06,2006,N21,VIIRS,n,2.0NRT,295.8,6.72,D
15.91625,-92.98215,346.2,0.43,0.62,2024-04-06,2006,N21,VIIRS,n,2.0NRT,300.79,8.5,D
15.90914,-92.96597,330.13,0.43,0.62,2024-04-06,2006,N21,VIIRS,n,2.0NRT,294.72,3.7,D
15.92234,-92.97868,345.21,0.43,0.62,2024-04-06,2006,N21,VIIRS,n,2.0NRT,300.45,11.05,D
15.92271,-92.97516,344.92,0.43,0.62,2024-04-06,2006,N21,VIIRS,n,2.0NRT,302.37,11.05,D
15.92393,-92.96358,334.18,0.43,0.62,2024-04-06,2006,N21,VIIRS,n,2.0NRT,300.62,11.61,D
15.9192,-92.9785,331.77,0.43,0.62,2024-04-06,2006,N21,VIIRS,n,2.0NRT,300.33,6.39,D
15.84518,-92.72503,318.69,0.54,0.68,2024-04-07,0659,N21,VIIRS,n,2.0NRT,288.47,5.31,N
15.87262,-93.08398,301.23,0.66,0.73,2024-04-07,0837,N21,VIIRS,n,2.0NRT,286.17,2.11,N
15.84605,-92.72845,301.98,0.7,0.75,2024-04-07,0837,N21,VIIRS,n,2.0NRT,285.74,1.76,N
15.90421,-92.95648,315.5,0.68,0.74,2024-04-07,0837,N21,VIIRS,n,2.0NRT,286.99,8.68,N
15.84709,-92.72369,332.4,0.43,0.46,2024-04-07,1949,N21,VIIRS,l,2.0NRT,305.54,7.69,D
15.8419,-92.73082,343.41,0.43,0.46,2024-04-07,1949,N21,VIIRS,n,2.0NRT,306.31,8.06,D
15.84241,-92.72695,352.55,0.43,0.46,2024-04-07,1949,N21,VIIRS,n,2.0NRT,308.29,8.06,D
15.84294,-92.7229,342.38,0.43,0.46,2024-04-07,1949,N21,VIIRS,n,2.0NRT,305.29,7.69,D
15.6774,-93.16428,337.41,0.4,0.44,2024-04-07,1949,N21,VIIRS,n,2.0NRT,299.09,6,D
15.68052,-93.1662,336.88,0.4,0.44,2024-04-07,1949,N21,VIIRS,n,2.0NRT,299.05,2.83,D
15.67656,-93.16499,336.85,0.4,0.44,2024-04-07,1949,N21,VIIRS,n,2.0NRT,299.79,2.83,D
15.67163,-93.1711,330.19,0.4,0.44,2024-04-07,1949,N21,VIIRS,n,2.0NRT,299.76,2.99,D
15.31905,-92.64934,352.61,0.43,0.46,2024-04-07,1949,N21,VIIRS,n,2.0NRT,299.59,13.51,D
15.8785,-92.95421,336.06,0.42,0.45,2024-04-07,1949,N21,VIIRS,l,2.0NRT,306.55,5.35,D
15.91091,-92.96281,331.67,0.41,0.45,2024-04-07,1949,N21,VIIRS,l,2.0NRT,305.64,3.24,D
15.92077,-92.9834,342.2,0.41,0.45,2024-04-07,1949,N21,VIIRS,n,2.0NRT,308.34,5.42,D
15.92449,-92.98014,335.93,0.41,0.45,2024-04-07,1949,N21,VIIRS,l,2.0NRT,310.06,7.08,D
15.92401,-92.98396,341.54,0.41,0.45,2024-04-07,1949,N21,VIIRS,n,2.0NRT,307.32,5.02,D
15.84655,-92.7278,335.2,0.43,0.46,2024-04-07,1949,N21,VIIRS,l,2.0NRT,306.97,8.06,D
15.84605,-92.73158,341.95,0.43,0.46,2024-04-07,1949,N21,VIIRS,n,2.0NRT,305.95,8.06,D
15.84389,-92.72684,367,0.43,0.46,2024-04-07,1949,N21,VIIRS,h,2.0NRT,310.12,15.85,D
15.84439,-92.72276,337.23,0.43,0.46,2024-04-07,1949,N21,VIIRS,n,2.0NRT,306.13,5.13,D
15.84341,-92.73071,353.23,0.43,0.46,2024-04-07,1949,N21,VIIRS,n,2.0NRT,307.88,15.85,D
15.85262,-93.08861,315.62,0.32,0.55,2024-04-08,0820,N21,VIIRS,n,2.0NRT,288.7,1.54,N
15.90159,-93.01859,313.95,0.32,0.55,2024-04-08,0820,N21,VIIRS,n,2.0NRT,290.87,1.38,N
15.9009,-93.0151,312.2,0.32,0.55,2024-04-08,0820,N21,VIIRS,n,2.0NRT,291.12,1.38,N
15.87789,-92.95113,333.65,0.33,0.55,2024-04-08,0820,N21,VIIRS,n,2.0NRT,291.61,3.53,N
15.87851,-92.95427,303.82,0.33,0.55,2024-04-08,0820,N21,VIIRS,n,2.0NRT,290.55,2.35,N
15.87712,-93.07657,300.46,0.32,0.55,2024-04-08,0820,N21,VIIRS,n,2.0NRT,287.98,0.54,N
15.87665,-93.07421,301.52,0.32,0.55,2024-04-08,0820,N21,VIIRS,n,2.0NRT,288.79,0.54,N
15.87558,-93.07465,301.53,0.32,0.55,2024-04-08,0820,N21,VIIRS,n,2.0NRT,288.8,1.03,N
15.90167,-93.01756,330.14,0.39,0.36,2024-04-08,1928,N21,VIIRS,l,2.0NRT,300.15,4.45,D
15.35285,-92.64085,349.12,0.39,0.36,2024-04-08,1928,N21,VIIRS,n,2.0NRT,300.89,7.76,D
15.35232,-92.64448,336.13,0.39,0.36,2024-04-08,1928,N21,VIIRS,n,2.0NRT,302.09,3.78,D
15.85026,-93.09052,332.4,0.39,0.36,2024-04-08,1928,N21,VIIRS,n,2.0NRT,296.5,4.62,D
15.87007,-93.09333,330.95,0.39,0.36,2024-04-08,1928,N21,VIIRS,n,2.0NRT,298.44,7.33,D
15.87444,-93.08672,334.8,0.39,0.36,2024-04-08,1928,N21,VIIRS,n,2.0NRT,299.16,3.2,D
15.89782,-93.02074,331.64,0.39,0.36,2024-04-08,1928,N21,VIIRS,n,2.0NRT,299.01,4.06,D
15.90113,-93.02119,345.75,0.39,0.36,2024-04-08,1928,N21,VIIRS,n,2.0NRT,302.9,4.06,D
15.89959,-93.02206,323.7,0.49,0.4,2024-04-09,0801,N21,VIIRS,n,2.0NRT,292.18,1.95,N
15.90037,-93.0266,308.56,0.49,0.4,2024-04-09,0801,N21,VIIRS,n,2.0NRT,290.88,1.95,N
15.89876,-93.01728,308.5,0.49,0.4,2024-04-09,0801,N21,VIIRS,n,2.0NRT,291.24,1.9,N
15.879,-93.07784,311.42,0.49,0.4,2024-04-09,0801,N21,VIIRS,n,2.0NRT,290.4,1.84,N
15.87396,-93.09216,313.3,0.49,0.4,2024-04-09,0801,N21,VIIRS,n,2.0NRT,291.03,1.82,N
15.8732,-93.08785,305.07,0.49,0.4,2024-04-09,0801,N21,VIIRS,n,2.0NRT,290.8,1.67,N
15.87032,-93.09299,305.3,0.49,0.4,2024-04-09,0801,N21,VIIRS,n,2.0NRT,290.31,1.23,N
15.85081,-93.08942,302.63,0.49,0.4,2024-04-09,0801,N21,VIIRS,n,2.0NRT,289.35,1.55,N
15.84712,-93.08994,301.25,0.49,0.4,2024-04-09,0801,N21,VIIRS,n,2.0NRT,289.26,1.15,N
15.90318,-93.02087,310.78,0.49,0.4,2024-04-09,0801,N21,VIIRS,n,2.0NRT,291.65,1.95,N
15.90395,-93.02535,304.19,0.49,0.4,2024-04-09,0801,N21,VIIRS,n,2.0NRT,290.99,1.95,N
15.90435,-93.00563,307.23,0.49,0.4,2024-04-09,0801,N21,VIIRS,n,2.0NRT,291.74,4.32,N
15.90597,-93.01503,306.29,0.49,0.4,2024-04-09,0801,N21,VIIRS,n,2.0NRT,291.38,2.38,N
15.90679,-93.01982,306.41,0.49,0.4,2024-04-09,0801,N21,VIIRS,n,2.0NRT,291.35,1.31,N
15.9088,-93.00945,313.4,0.49,0.4,2024-04-09,0801,N21,VIIRS,n,2.0NRT,291.3,2.38,N
15.908,-93.00478,341.64,0.49,0.4,2024-04-09,0801,N21,VIIRS,n,2.0NRT,293.33,4.32,N
15.91331,-93.00284,353.87,0.5,0.41,2024-04-09,1910,N21,VIIRS,n,2.0NRT,301.16,17.28,D
15.91101,-93.01612,332.84,0.51,0.41,2024-04-09,1910,N21,VIIRS,n,2.0NRT,300.19,16.55,D
15.89823,-92.95758,335.8,0.5,0.41,2024-04-09,1910,N21,VIIRS,n,2.0NRT,298.78,14.11,D
15.89409,-93.02532,336.7,0.51,0.41,2024-04-09,1910,N21,VIIRS,n,2.0NRT,297.35,5.25,D
15.89851,-93.02191,333.12,0.51,0.41,2024-04-09,1910,N21,VIIRS,n,2.0NRT,298.78,5.02,D
15.89776,-93.02624,346.84,0.51,0.41,2024-04-09,1910,N21,VIIRS,n,2.0NRT,300.35,13.3,D
15.90731,-93.01533,338.14,0.51,0.41,2024-04-09,1910,N21,VIIRS,n,2.0NRT,300.31,16.55,D
15.90657,-93.01965,340.05,0.51,0.41,2024-04-09,1910,N21,VIIRS,n,2.0NRT,299.43,13.01,D
15.90578,-93.02415,331.1,0.51,0.41,2024-04-09,1910,N21,VIIRS,n,2.0NRT,298.41,13.01,D
15.90041,-93.0252,306.12,0.39,0.36,2024-04-10,0741,N21,VIIRS,n,2.0NRT,288.07,2,N
15.89374,-93.0261,332.92,0.39,0.36,2024-04-10,0741,N21,VIIRS,n,2.0NRT,289.4,5.52,N
15.8932,-93.02254,328.66,0.39,0.36,2024-04-10,0741,N21,VIIRS,n,2.0NRT,290.78,5.52,N
15.89043,-93.02664,329.85,0.39,0.36,2024-04-10,0741,N21,VIIRS,n,2.0NRT,288.62,5.52,N
15.88989,-93.02309,321.89,0.39,0.36,2024-04-10,0741,N21,VIIRS,n,2.0NRT,291.11,5.52,N
15.87826,-93.08054,298.36,0.39,0.36,2024-04-10,0741,N21,VIIRS,n,2.0NRT,288.16,1.13,N
15.68148,-93.15055,308.27,0.39,0.36,2024-04-10,0741,N21,VIIRS,n,2.0NRT,287.54,1.2,N
15.91665,-93.00796,337.99,0.33,0.56,2024-04-10,1851,N21,VIIRS,n,2.0NRT,302.22,4.67,D
15.44864,-92.56088,367,0.32,0.54,2024-04-10,1851,N21,VIIRS,h,2.0NRT,296.17,13.76,D
15.4284,-92.69331,367,0.33,0.55,2024-04-10,1851,N21,VIIRS,h,2.0NRT,294.03,4.86,D
15.44388,-92.61251,333.33,0.32,0.55,2024-04-10,1851,N21,VIIRS,n,2.0NRT,297.33,4.27,D
15.44537,-92.55961,367,0.32,0.54,2024-04-10,1851,N21,VIIRS,h,2.0NRT,295.7,7.86,D
15.44481,-92.56242,338.27,0.32,0.54,2024-04-10,1851,N21,VIIRS,n,2.0NRT,294.45,7.86,D
15.61394,-93.016,367,0.34,0.56,2024-04-10,1851,N21,VIIRS,h,2.0NRT,298.3,9.06,D
15.61316,-93.01991,334.98,0.34,0.56,2024-04-10,1851,N21,VIIRS,n,2.0NRT,297.15,9.06,D
15.68036,-93.15031,336.3,0.34,0.56,2024-04-10,1851,N21,VIIRS,n,2.0NRT,301.19,4.91,D
15.72185,-93.12811,330.79,0.34,0.56,2024-04-10,1851,N21,VIIRS,n,2.0NRT,296.48,5.45,D
15.72129,-93.13093,334.47,0.34,0.56,2024-04-10,1851,N21,VIIRS,n,2.0NRT,298.36,5.55,D
15.8867,-93.03061,367,0.34,0.56,2024-04-10,1851,N21,VIIRS,h,2.0NRT,298.33,8.81,D
15.88725,-93.02778,341.28,0.34,0.56,2024-04-10,1851,N21,VIIRS,n,2.0NRT,297.74,8.81,D
15.89291,-93.02556,367,0.34,0.56,2024-04-10,1851,N21,VIIRS,h,2.0NRT,304,16.59,D
15.89131,-93.03376,367,0.34,0.56,2024-04-10,1851,N21,VIIRS,h,2.0NRT,301.26,13.55,D
15.89077,-93.03652,367,0.34,0.56,2024-04-10,1851,N21,VIIRS,h,2.0NRT,301.37,13.55,D
15.89345,-93.02284,354.39,0.34,0.56,2024-04-10,1851,N21,VIIRS,n,2.0NRT,303.43,16.59,D
15.89238,-93.02828,351.27,0.34,0.56,2024-04-10,1851,N21,VIIRS,n,2.0NRT,302.45,82.9,D
15.89024,-93.03925,346.62,0.34,0.56,2024-04-10,1851,N21,VIIRS,n,2.0NRT,296.55,11.36,D
15.89589,-93.03711,335.97,0.34,0.56,2024-04-10,1851,N21,VIIRS,n,2.0NRT,295.81,13.55,D
15.89524,-93.03647,341.15,0.34,0.56,2024-04-10,1851,N21,VIIRS,n,2.0NRT,296.37,6.36,D
15.91611,-93.01067,334.43,0.33,0.56,2024-04-10,1851,N21,VIIRS,n,2.0NRT,301.47,4.99,D
15.92044,-93.01511,367,0.33,0.56,2024-04-10,1851,N21,VIIRS,h,2.0NRT,300.6,7.74,D
15.921,-93.01231,348.72,0.33,0.56,2024-04-10,1851,N21,VIIRS,n,2.0NRT,301.24,7.74,D
15.91988,-93.0179,332.78,0.33,0.56,2024-04-10,1851,N21,VIIRS,n,2.0NRT,300.06,5.17,D
15.90268,-93.02833,313.3,0.43,0.46,2024-04-11,0724,N21,VIIRS,n,2.0NRT,291.56,1.42,N
15.88951,-93.02479,320.73,0.43,0.46,2024-04-11,0724,N21,VIIRS,n,2.0NRT,291.36,5.28,N
15.89224,-93.04633,317.62,0.43,0.46,2024-04-11,0724,N21,VIIRS,n,2.0NRT,289.81,2.09,N
15.88997,-93.02843,314.46,0.43,0.46,2024-04-11,0724,N21,VIIRS,n,2.0NRT,290.96,5.28,N
15.88721,-93.04012,330.69,0.43,0.46,2024-04-11,0724,N21,VIIRS,n,2.0NRT,291.59,4.77,N
15.88583,-93.02921,335.93,0.43,0.46,2024-04-11,0724,N21,VIIRS,n,2.0NRT,291.91,5.28,N
15.88537,-93.02552,349.14,0.43,0.46,2024-04-11,0724,N21,VIIRS,n,2.0NRT,294.54,5.28,N
15.8849,-93.02184,338.92,0.43,0.46,2024-04-11,0724,N21,VIIRS,n,2.0NRT,292.69,8.06,N
15.88676,-93.03655,310.3,0.43,0.46,2024-04-11,0724,N21,VIIRS,n,2.0NRT,291.68,2.45,N
15.88629,-93.03289,311.45,0.43,0.46,2024-04-11,0724,N21,VIIRS,n,2.0NRT,291.4,2.45,N
15.89461,-93.04494,329.02,0.43,0.46,2024-04-11,0724,N21,VIIRS,n,2.0NRT,290.48,4.67,N
15.89177,-93.02356,322.11,0.43,0.46,2024-04-11,0724,N21,VIIRS,n,2.0NRT,290.84,4.55,N
15.89414,-93.0414,300.88,0.43,0.46,2024-04-11,0724,N21,VIIRS,n,2.0NRT,289.71,3.14,N
15.89225,-93.02717,306.92,0.43,0.46,2024-04-11,0724,N21,VIIRS,n,2.0NRT,290.48,4.55,N
15.89001,-93.0423,333.99,0.43,0.46,2024-04-11,0724,N21,VIIRS,n,2.0NRT,291.33,3.14,N
15.88955,-93.03879,324.38,0.43,0.46,2024-04-11,0724,N21,VIIRS,n,2.0NRT,291.83,3.14,N
15.8881,-93.0279,323.12,0.43,0.46,2024-04-11,0724,N21,VIIRS,n,2.0NRT,291.83,4.55,N
15.88762,-93.02425,351.54,0.43,0.46,2024-04-11,0724,N21,VIIRS,n,2.0NRT,294.23,4.55,N
15.88714,-93.02063,325.01,0.43,0.46,2024-04-11,0724,N21,VIIRS,n,2.0NRT,290.59,4.67,N
15.88907,-93.0352,302.57,0.43,0.46,2024-04-11,0724,N21,VIIRS,n,2.0NRT,290.68,1.27,N
15.88859,-93.03156,303.29,0.43,0.46,2024-04-11,0724,N21,VIIRS,n,2.0NRT,290.77,1.27,N
15.88494,-93.03603,347.16,0.43,0.46,2024-04-11,0724,N21,VIIRS,n,2.0NRT,293.91,11.88,N
15.88446,-93.03237,344.29,0.43,0.46,2024-04-11,0724,N21,VIIRS,n,2.0NRT,294.97,11.88,N
15.88397,-93.0287,340.79,0.43,0.46,2024-04-11,0724,N21,VIIRS,n,2.0NRT,291.3,5.37,N
15.88348,-93.02499,315.32,0.43,0.46,2024-04-11,0724,N21,VIIRS,n,2.0NRT,290.62,5.37,N
15.88252,-93.08179,302.9,0.43,0.46,2024-04-11,0724,N21,VIIRS,n,2.0NRT,290.5,1.45,N
15.88191,-93.07718,306.39,0.43,0.46,2024-04-11,0724,N21,VIIRS,n,2.0NRT,290.46,1.31,N
15.88127,-93.07237,304.05,0.43,0.46,2024-04-11,0724,N21,VIIRS,n,2.0NRT,290.23,1.31,N
15.85811,-93.09055,305.19,0.43,0.46,2024-04-11,0724,N21,VIIRS,n,2.0NRT,289.69,1.24,N
15.85753,-93.08609,303.4,0.43,0.46,2024-04-11,0724,N21,VIIRS,n,2.0NRT,289.55,0.94,N
15.85116,-93.10261,306.95,0.43,0.46,2024-04-11,0724,N21,VIIRS,n,2.0NRT,289.05,3.31,N
15.85063,-93.09846,301.95,0.43,0.46,2024-04-11,0724,N21,VIIRS,n,2.0NRT,288.37,3.31,N
15.84638,-93.09856,345.84,0.43,0.46,2024-04-11,0724,N21,VIIRS,n,2.0NRT,292.2,3.31,N
15.84686,-93.1023,305.22,0.43,0.46,2024-04-11,0724,N21,VIIRS,n,2.0NRT,287.98,3.31,N
15.84592,-93.09502,309.62,0.43,0.46,2024-04-11,0724,N21,VIIRS,n,2.0NRT,290.15,2.44,N
15.84175,-93.09568,315.86,0.43,0.46,2024-04-11,0724,N21,VIIRS,n,2.0NRT,289.14,2.55,N
15.47434,-92.88784,312.87,0.41,0.45,2024-04-11,0724,N21,VIIRS,n,2.0NRT,292.57,1.8,N
15.90218,-93.02435,302.19,0.43,0.46,2024-04-11,0724,N21,VIIRS,n,2.0NRT,290.85,1.42,N
15.89179,-93.04275,327.31,0.43,0.46,2024-04-11,0724,N21,VIIRS,n,2.0NRT,290.92,4.77,N
15.89367,-93.02409,313.73,0.43,0.46,2024-04-11,0724,N21,VIIRS,n,2.0NRT,290.33,2,N
15.89503,-93.03482,301.09,0.43,0.46,2024-04-11,0724,N21,VIIRS,n,2.0NRT,289.6,1.06,N
15.89549,-93.0385,311.67,0.43,0.46,2024-04-11,0724,N21,VIIRS,n,2.0NRT,290.1,2.12,N
15.89641,-93.04575,305.35,0.43,0.46,2024-04-11,0724,N21,VIIRS,n,2.0NRT,288.86,0.69,N
15.89885,-93.03151,309.32,0.43,0.46,2024-04-11,0724,N21,VIIRS,n,2.0NRT,291.03,1.06,N
15.8831,-93.03923,334.37,0.7,0.75,2024-04-11,1832,N21,VIIRS,n,2.0NRT,289.18,9.41,D
15.8865,-93.0369,331.07,0.7,0.75,2024-04-11,1832,N21,VIIRS,n,2.0NRT,289.8,10.27,D
15.68688,-93.13827,322.51,0.45,0.63,2024-04-12,0703,N21,VIIRS,n,2.0NRT,292.46,4.03,N
15.9014,-93.03732,311.33,0.44,0.63,2024-04-12,0703,N21,VIIRS,n,2.0NRT,287.05,1.5,N
15.90101,-93.03361,304.69,0.44,0.63,2024-04-12,0703,N21,VIIRS,n,2.0NRT,286.81,1.5,N
15.89645,-93.04541,302.36,0.45,0.63,2024-04-12,0703,N21,VIIRS,n,2.0NRT,285.86,1.66,N
15.8911,-93.04977,307.9,0.45,0.63,2024-04-12,0703,N21,VIIRS,n,2.0NRT,286.29,1.66,N
15.89074,-93.04632,305.22,0.45,0.63,2024-04-12,0703,N21,VIIRS,n,2.0NRT,285.96,1.66,N
15.88923,-93.08725,302.05,0.45,0.63,2024-04-12,0703,N21,VIIRS,n,2.0NRT,285.51,0.96,N
15.89562,-93.05251,297.08,0.45,0.63,2024-04-12,0703,N21,VIIRS,n,2.0NRT,285.55,1.49,N
15.89512,-93.04812,300.41,0.44,0.63,2024-04-12,0703,N21,VIIRS,n,2.0NRT,285.78,1.32,N
15.89469,-93.04426,296.42,0.44,0.63,2024-04-12,0703,N21,VIIRS,n,2.0NRT,285.41,1.32,N
15.88941,-93.04897,314.63,0.44,0.63,2024-04-12,0703,N21,VIIRS,n,2.0NRT,286.43,1.32,N
15.88904,-93.0457,298.69,0.44,0.63,2024-04-12,0703,N21,VIIRS,n,2.0NRT,285.57,1.32,N
15.88777,-93.08596,302.08,0.45,0.63,2024-04-12,0703,N21,VIIRS,n,2.0NRT,285.17,0.98,N
15.84317,-93.10435,321.26,0.45,0.63,2024-04-12,0703,N21,VIIRS,n,2.0NRT,283.88,1.83,N
15.84366,-93.10881,300.3,0.45,0.63,2024-04-12,0703,N21,VIIRS,n,2.0NRT,282.49,1.83,N
15.8428,-93.10087,300.47,0.45,0.63,2024-04-12,0703,N21,VIIRS,n,2.0NRT,284.03,1.31,N
15.84245,-93.09773,306.54,0.45,0.63,2024-04-12,0703,N21,VIIRS,n,2.0NRT,284.21,1.31,N
15.688,-93.13723,307.16,0.45,0.63,2024-04-12,0703,N21,VIIRS,n,2.0NRT,291.6,1.85,N
15.68274,-93.14256,311.43,0.45,0.63,2024-04-12,0703,N21,VIIRS,n,2.0NRT,291.5,2.41,N
15.68235,-93.13891,305.94,0.45,0.63,2024-04-12,0703,N21,VIIRS,n,2.0NRT,291.84,2.07,N
15.68723,-93.14147,305,0.45,0.63,2024-04-12,0703,N21,VIIRS,n,2.0NRT,291.58,2.96,N
15.68169,-93.14394,304.71,0.45,0.63,2024-04-12,0703,N21,VIIRS,n,2.0NRT,290.83,1.5,N
15.71856,-93.13218,347.64,0.51,0.49,2024-04-12,1953,N21,VIIRS,n,2.0NRT,307.49,31.26,D
15.69415,-93.14458,343.21,0.51,0.49,2024-04-12,1953,N21,VIIRS,n,2.0NRT,301.36,7.61,D
15.69474,-93.1396,336.88,0.51,0.49,2024-04-12,1953,N21,VIIRS,n,2.0NRT,299.92,3.17,D
15.68526,-93.14222,335.45,0.51,0.49,2024-04-12,1953,N21,VIIRS,n,2.0NRT,303.73,7.05,D
15.891,-93.05262,336.1,0.52,0.5,2024-04-12,1953,N21,VIIRS,n,2.0NRT,293.76,5.76,D
15.88718,-93.04613,340.16,0.52,0.5,2024-04-12,1953,N21,VIIRS,n,2.0NRT,295.69,8.36,D
15.71797,-93.13705,332.41,0.51,0.49,2024-04-12,1953,N21,VIIRS,n,2.0NRT,301.28,19.52,D
15.43077,-92.54613,340.41,0.55,0.51,2024-04-12,1953,N21,VIIRS,n,2.0NRT,304.02,33.63,D
15.42867,-92.54656,346.36,0.55,0.51,2024-04-12,1953,N21,VIIRS,n,2.0NRT,302.52,21.71,D
15.68284,-93.07116,345.09,0.51,0.5,2024-04-12,1953,N21,VIIRS,n,2.0NRT,307.79,21.58,D
15.68212,-93.07687,338.14,0.51,0.5,2024-04-12,1953,N21,VIIRS,n,2.0NRT,300.41,10.22,D
15.68733,-93.07205,340.54,0.51,0.5,2024-04-12,1953,N21,VIIRS,n,2.0NRT,303.97,7.24,D
15.68782,-93.14097,334.61,0.51,0.49,2024-04-12,1953,N21,VIIRS,n,2.0NRT,301.9,4.4,D
15.69225,-93.1422,330.97,0.51,0.49,2024-04-12,1953,N21,VIIRS,n,2.0NRT,300.19,4.4,D
15.6842,-93.07351,352.41,0.51,0.5,2024-04-12,1953,N21,VIIRS,n,2.0NRT,307.75,30.05,D
15.90066,-93.04544,329.58,0.41,0.61,2024-04-13,0826,N21,VIIRS,n,2.0NRT,289.1,2.84,N
15.89647,-93.05286,302.24,0.41,0.61,2024-04-13,0826,N21,VIIRS,n,2.0NRT,286.68,1.6,N
15.89575,-93.04934,303.17,0.41,0.61,2024-04-13,0826,N21,VIIRS,n,2.0NRT,286.64,2.06,N
15.89188,-93.05823,301.2,0.41,0.61,2024-04-13,0826,N21,VIIRS,n,2.0NRT,285.7,1.6,N
15.89122,-93.05502,312.3,0.41,0.61,2024-04-13,0826,N21,VIIRS,n,2.0NRT,286.75,1.6,N
15.8865,-93.08721,307.57,0.41,0.6,2024-04-13,0826,N21,VIIRS,n,2.0NRT,287.54,1.26,N
15.88725,-93.09085,298.22,0.41,0.6,2024-04-13,0826,N21,VIIRS,n,2.0NRT,287.42,1.26,N
15.88053,-93.08591,300.48,0.41,0.61,2024-04-13,0826,N21,VIIRS,n,2.0NRT,287.59,0.82,N
15.90541,-93.04072,318.67,0.41,0.61,2024-04-13,0826,N21,VIIRS,n,2.0NRT,288.41,2.84,N
15.87523,-93.08783,298.77,0.41,0.61,2024-04-13,0826,N21,VIIRS,n,2.0NRT,287.35,0.82,N
15.87461,-93.08484,299.74,0.41,0.61,2024-04-13,0826,N21,VIIRS,n,2.0NRT,287.2,0.82,N
15.86467,-93.0918,300.43,0.41,0.61,2024-04-13,0826,N21,VIIRS,n,2.0NRT,287.13,0.82,N
15.87411,-93.08636,302.07,0.41,0.61,2024-04-13,0826,N21,VIIRS,n,2.0NRT,287.09,1.48,N
15.71956,-93.14008,306.84,0.41,0.6,2024-04-13,0826,N21,VIIRS,n,2.0NRT,293.68,2.36,N
15.71888,-93.13673,310.04,0.41,0.6,2024-04-13,0826,N21,VIIRS,n,2.0NRT,294.61,2.36,N
15.71283,-93.13499,314.34,0.41,0.6,2024-04-13,0826,N21,VIIRS,n,2.0NRT,293.25,3.9,N
15.69741,-93.14311,309.97,0.41,0.6,2024-04-13,0826,N21,VIIRS,n,2.0NRT,293.66,3.94,N
15.69668,-93.13955,307.21,0.41,0.6,2024-04-13,0826,N21,VIIRS,n,2.0NRT,293.39,2.74,N
15.6774,-93.07343,313.04,0.41,0.61,2024-04-13,0826,N21,VIIRS,n,2.0NRT,294.57,4.19,N
